--------- beginning of system
02-08 22:42:38.224  1029  4888 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity} from uid 2000
02-08 22:42:38.256  1029  1053 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.278  1029  1062 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.283  1029  1062 I ActivityManager: Start proc 25212:com.YourCompany.TemplateProject3/u0a147 for activity {com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity}
02-08 22:47:01.408   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.408  2801 25997 D MVanScreenTimeUploadWorker: uploaded 2 seconds screentime for com.oculus.xrstreamingclient
02-08 22:47:01.409 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.431  2801 26009 D MVanScreenTimeUploadWorker: uploaded 261 seconds screentime for com.YourCompany.TemplateProject3
02-08 22:47:01.434  2024 24843 I CompositorProgs: loaded binary layerProgram 0:0x100000048001:0x0 in 0.8 ms
02-08 22:47:01.441 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/quick_settings_app
02-08 22:47:01.448   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.455 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.468 21033 21115 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.472  4614 26028 D CCodec  : allocate(c2.android.vorbis.decoder)
02-08 22:47:01.473   860  9684 V C2Store : in init
02-08 22:47:01.473   860  9684 V C2Store : loading dll
02-08 22:47:01.483  4614 26028 I CCodec  : Created component [c2.android.vorbis.decoder]
02-08 22:47:01.484  4614 26028 D CCodecConfig: read media type: audio/vorbis
02-08 22:47:01.487   883 24830 I [CT]    : boltlib: DSP utilization: 8.51 % (425 / 5001 ms)
02-08 22:47:01.489  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
02-08 22:47:01.489  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
02-08 22:47:01.489  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
02-08 22:47:01.495  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
02-08 22:47:01.497  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
02-08 22:47:01.497  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
02-08 22:47:01.498  4614 26028 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.pool-ids.values
02-08 22:47:01.501  4614 26028 I CCodecConfig: query failed after returning 7 values (BAD_INDEX)
02-08 22:47:01.501  4614 26028 D CCodecConfig: c2 config diff is Dict {
02-08 22:47:01.501  4614 26028 D CCodecConfig:   c2::u32 coded.bitrate.value = 64000
02-08 22:47:01.501  4614 26028 D CCodecConfig:   c2::u32 input.buffers.max-size.value = 32768
02-08 22:47:01.501  4614 26028 D CCodecConfig:   c2::u32 input.delay.value = 0
02-08 22:47:01.501  4614 26028 D CCodecConfig:   string input.media-type.value = "audio/vorbis"
02-08 22:47:01.501  4614 26028 D CCodecConfig:   string output.media-type.value = "audio/raw"
02-08 22:47:01.501  4614 26028 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
02-08 22:47:01.501  4614 26028 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
02-08 22:47:01.501  4614 26028 D CCodecConfig: }
02-08 22:47:01.501  4614 26028 D CCodecConfig: no c2 equivalents for durationUs
02-08 22:47:01.501  4614 26028 D CCodecConfig: no c2 equivalents for csd-1
02-08 22:47:01.501  4614 26028 D CCodecConfig: no c2 equivalents for track-id
02-08 22:47:01.501  4614 26028 D CCodecConfig: no c2 equivalents for channel-mask
02-08 22:47:01.505 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/notifications_system_app
02-08 22:47:01.508  4614 26028 D CCodecConfig: c2 config diff is   c2::u32 raw.channel-count.value = 2
02-08 22:47:01.508  4614 26028 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
02-08 22:47:01.508  4614 26028 W Codec2Client: query -- param skipped: index = 1107298332.
02-08 22:47:01.508  4614 26028 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
02-08 22:47:01.508  4614 26028 D CCodec  :   int32_t channel-count = 2
02-08 22:47:01.508  4614 26028 D CCodec  :   int32_t max-input-size = 32768
02-08 22:47:01.508  4614 26028 D CCodec  :   string mime = "audio/vorbis"
02-08 22:47:01.508  4614 26028 D CCodec  :   int32_t sample-rate = 44100
02-08 22:47:01.508  4614 26028 D CCodec  : } and output: AMessage(what = 0x00000000) = {
02-08 22:47:01.508  4614 26028 D CCodec  :   int32_t channel-count = 2
02-08 22:47:01.508  4614 26028 D CCodec  :   string mime = "audio/raw"
02-08 22:47:01.508  4614 26028 D CCodec  :   int32_t sample-rate = 44100
02-08 22:47:01.508  4614 26028 D CCodec  :   int32_t channel-mask = 3
02-08 22:47:01.508  4614 26028 D CCodec  : }
02-08 22:47:01.514   883   883 I chatty  : uid=1000(system) /system/bin/trackingservice identical 2 lines
02-08 22:47:01.515   860  9684 V C2Store : in ~ComponentModule
02-08 22:47:01.515   860  9684 V C2Store : unloading dll
02-08 22:47:01.519 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.552 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/profile_system_app
02-08 22:47:01.563   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.565 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.607   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.609 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/com.oculus.os.vrusb
02-08 22:47:01.609 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.647 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.667 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/com.YourCompany.PrototypeV4
02-08 22:47:01.688 22160 22243 W DeviceConfigUtil: Try to get config param "oculus_presence_service:party_service_in_presence_service" before Device Config has subscribed to the service.
02-08 22:47:01.702 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.712 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/com.YourCompany.PrototypeV6
02-08 22:47:01.712 18403 18403 I PresenceAPK(ServiceApiManager): onServiceConnected componentName=ComponentInfo{com.oculus.presence/com.oculus.presence.services.presence.PresenceService}
02-08 22:47:01.713 18403 18403 I PresenceAPK(ServiceApiManager): setting apiStatusListener
02-08 22:47:01.714 18403 18403 D [SUI] SystemUXBroadcastReceiver: action: com.oculus.systemactivities.CAPTURE_STATE_UPDATE
02-08 22:47:01.714 18403 18403 I [SUI] SystemUXBroadcastReceiver: handleCaptureStateUpdate: captureToDisk false, captureEnabled false, isCapturingAbuseReport false, abuseRecordingUUID null
02-08 22:47:01.714 18403 18403 D [SUI] SystemUXBroadcastReceiver: action: com.oculus.systemactivities.LOCAL_STREAM_STATE_UPDATE
02-08 22:47:01.714 18403 18403 I Choreographer: Skipped 169 frames!  The application may be doing too much work on its main thread.
02-08 22:47:01.714 18403 18427 I PresenceAPK(ServiceApiManager): onApiReady
02-08 22:47:01.732 18403 18469 I OpenGLRenderer: Davey! duration=1430ms; Flags=1, IntendedVsync=21535756098289, Vsync=21537164431566, OldestInputEvent=9223372036854775807, NewestInputEvent=0, HandleInputStart=21537168377248, AnimationStart=21537168389540, PerformTraversalsStart=21537168460946, DrawStart=21537183332925, SyncQueued=21537183991259, SyncStart=21537184107300, IssueDrawCommandsStart=21537184181519, SwapBuffers=21537185742665, FrameCompleted=21537186280738, DequeueBufferDuration=296000, QueueBufferDuration=252000, 
02-08 22:47:01.747   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 3 lines
02-08 22:47:01.751 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.751 18403 18403 I PresenceAPK(ServiceApiManager): onServiceConnected componentName=ComponentInfo{com.oculus.presence/com.oculus.presence.services.presence.PresenceService}
02-08 22:47:01.753 18403 18403 I PresenceAPK(ServiceApiManager): setting apiStatusListener
02-08 22:47:01.753   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.753 18403 18543 I PresenceAPK(ServiceApiManager): onApiReady
02-08 22:47:01.753 18403 18439 W REFLECT [RUNTIMEIPC]: !IsClientValid: MarkerPoint
02-08 22:47:01.753 18403 18439 E QplClient: (com.oculus.systemux) MarkerPoint failed!
02-08 22:47:01.753 18403 18439 W REFLECT [RUNTIMEIPC]: !IsClientValid: MarkerEnd
02-08 22:47:01.753 18403 18439 E QplClient: (com.oculus.systemux) MarkerEnd failed!
02-08 22:47:01.753 18403 18403 D [SUI] SettingsService: onCreate
02-08 22:47:01.755   544   544 I hwservicemanager: getTransport: Cannot find entry vendor.oculus.hardware.backlight@1.0::IBacklight/default in either framework or device manifest.
02-08 22:47:01.755 21033 21115 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.755 18403 18403 D BacklightManager: Backlight Service not available
02-08 22:47:01.760   544   544 I hwservicemanager: getTransport: Cannot find entry vendor.oculus.hardware.backlight@1.0::IBacklight/default in either framework or device manifest.
02-08 22:47:01.760 18403 18403 D BacklightManager: Backlight Service not available
02-08 22:47:01.763 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.763 18403 18403 D [SUI] SettingsService: mIsPrimaryUser = true
02-08 22:47:01.768 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.774 18403 18403 D OculusUserManager: isMultiUserEnabled? UserManager: true
02-08 22:47:01.774 18403 18403 D [SUI] MultiUserManagerHelper: Is Multiuser Enabled SystemUXConfig is MultiUser Enabled: true, OculusManager is MultiUser Enabled: true
02-08 22:47:01.774 18403 18403 D OculusUserManager: isMultiUserEnabled? UserManager: true
02-08 22:47:01.790   757 24804 E FrameSetDispatcher: [HEADSET] Client pid=883 (IOT): Failed to read from receive FMQ for 6 packets in 5000ms.
02-08 22:47:01.790   757 24804 E FrameSetDispatcher: This probably means this client is taking more than 33 ms to process the frame.
02-08 22:47:01.790   757 24804 E FrameSetDispatcher: Retrying.
02-08 22:47:01.797   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.798 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.830 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.830 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:01.838   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.839   883 24830 I [CT]    : VIPER: Environment brightness changed from 2 to 0
02-08 22:47:01.840 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.840 18403 18403 D [SUI] SettingsService: appIdentity = com.oculus.systemux, is valid caller app
02-08 22:47:01.843 18403 18543 I PresenceAPK(ServicePresenceClient): calling onServiceUp
02-08 22:47:01.845 18403 18427 I PresenceAPK(ServicePresenceClient): calling onServiceUp
02-08 22:47:01.870 18403 18403 D HyperspaceClient: onCallsInfoChanged: []
02-08 22:47:01.871  3089  3150 I GuardianSystem: [GuardianSystem::CheckEnvironmentStatus] Environment Status changed: 98 to 97
02-08 22:47:01.884   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.885 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.892  3797  4689 I [SEO] PanelAppHost: Setting panel layer visibility of layer "#main" to visible, panel 51 (com.oculus.systemux/com.oculus.panelapp.anytimeui.AnytimeUIAndroidPanelService)
02-08 22:47:01.898 18403 18403 D [SUI] NotificationBroadcastReceiver: action: com.oculus.intent.action.NOTIF_CHANGE
02-08 22:47:01.898 18403 18403 E BackgroundThreadExecutor: Refusing to execute task because BackgroundThreadExecutor instance is destroyed: com.oculus.panelapp.notifications.-$$Lambda$NotificationManagerSourceHandler$PiDEGlJLcRjCYGHTwVSmFVNVYTQ@a94d9d8
02-08 22:47:01.898 18403 18403 D [SUI] NotificationBroadcastReceiver: action: com.oculus.intent.action.NOTIF_CHANGE
02-08 22:47:01.898 18403 18403 E BackgroundThreadExecutor: Refusing to execute task because BackgroundThreadExecutor instance is destroyed: com.oculus.panelapp.notifications.-$$Lambda$NotificationManagerSourceHandler$PiDEGlJLcRjCYGHTwVSmFVNVYTQ@a56016
02-08 22:47:01.898 18403 18403 W [SUI] AsyncQueryHandlerBase: Callback reference is null
02-08 22:47:01.911   883 24830 W [CT]    : VIPER: Frame Tracking [0.033347083 [sec]s] exceeded camera sampling time [0.033333333 [sec]s].
02-08 22:47:01.920 18403 18403 D [SUI] PanelAppBase: Acquiring viewModel ActiveCallBarViewModel refCount: 2
02-08 22:47:01.924 18403 18403 D [SUI] SettingsProvider: onServiceConnected
02-08 22:47:01.924 18403 18403 D [SUI] SettingsProvider: Start mSettingsServiceCallback
02-08 22:47:01.924 18403 18403 V [SUI] SettingsProvider: calling getAllVisibleSettingsItems
02-08 22:47:01.924 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: pattern_reauth_apps_lock
02-08 22:47:01.924 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: keyboard_federated_learning_enabled_old
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_enable_glanceable_bounds
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_enable_glanceable_bounds
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_developer_section
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_developer_section
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: supported_keyboards
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: supported_keyboards
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: hand_section
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hand_section
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: controllers_input_haptics_amplitude
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controllers_input_haptics_amplitude
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: exp_mouse_sensitivity_slider_item
02-08 22:47:01.925 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: exp_mouse_sensitivity_slider_item
02-08 22:47:01.929 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.929 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:01.929 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_grid_tile
02-08 22:47:01.929 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_grid_tile
02-08 22:47:01.929 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: mobility_section
02-08 22:47:01.929 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: mobility_section
02-08 22:47:01.929 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_sound_section
02-08 22:47:01.929 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_sound_section
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: intrusion_detection_area_sensitivity
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: local_keyboard_enabled_in_home
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: local_keyboard_enabled_in_home
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_keyboard_section
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_keyboard_section
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: auto_sleep_time
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: auto_sleep_time
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_floor
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_floor
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: caption_text_color
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: security_grid_tile
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: security_grid_tile
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: personalization_display_theme_section
02-08 22:47:01.930 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: personalization_display_theme_section
02-08 22:47:01.931   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:47:01.935 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.935 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.935 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:01.935 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_clear_history
02-08 22:47:01.935 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_clear_history
02-08 22:47:01.935 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_mixed_reality
02-08 22:47:01.935 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_mixed_reality
02-08 22:47:01.935 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: headset_speed_sensitivity
02-08 22:47:01.935 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: headset_speed_sensitivity
02-08 22:47:01.939  2024  3146 I VrRuntimeService: RuntimeServiceSDKServer::SetGuardianSystemState: 600115432
02-08 22:47:01.940  3089  3150 I GuardianSystem: UpdateGuardianSystemState: Flags changed: 532480, 524288, SYSTEM_GUARDIAN_VISIBLE,SYSTEM_GUARDIAN_VALID to SYSTEM_GUARDIAN_VALID
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hands_hand_tracking_autotransition_user_preference
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: accessibility_hearing_section
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_hearing_section
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_enable_intrusion_detection
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_enable_intrusion_detection
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: controller_distance_sensitivity
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controller_distance_sensitivity
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: personalization_virtual_environment_section
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: personalization_virtual_environment_section
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: personalization_library_section
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: personalization_library_section
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: about_terms_of_service
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: about_terms_of_service
02-08 22:47:01.941 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_display_contrast
02-08 22:47:01.949 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.949 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: video_capture_image_stabilization
02-08 22:47:01.949 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: simple_guardian_sensitivity
02-08 22:47:01.949 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: simple_guardian_sensitivity
02-08 22:47:01.949 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: environment_type_selector
02-08 22:47:01.949 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: desk_creation
02-08 22:47:01.951 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: video_capture_indicator
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: security_pattern_device_lock_enabled
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: iphone-pairing
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: iphone-pairing
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: controllers_oculus_button_long_press
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controllers_oculus_button_long_press
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sysux_version
02-08 22:47:01.951 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: sysux_version
02-08 22:47:01.953 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.953 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: exp_mouse_invert_scroll_toggle
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: exp_mouse_invert_scroll_toggle
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: storage_grid_tile
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: storage_grid_tile
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: hand_control_grid_tile
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hand_control_grid_tile
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: cloud_backup
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_power_section
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_power_section
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: learn_more_about_voice_storage
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: mobility_swap_system_button_handedness
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: mobility_swap_system_button_handedness
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: about_privacy_policy
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: about_privacy_policy
02-08 22:47:01.953 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: language
02-08 22:47:01.955 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: video_capture_eye_selection
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: mobility_boost_your_height
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: mobility_boost_your_height
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: manage_saved_keyboards
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: manage_saved_keyboards
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: hands_swap_system_button_handedness
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hands_swap_system_button_handedness
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: privacy_hand_tracking
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: privacy_hand_tracking
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: color_filter
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: color_filter
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: display_theme
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: display_theme
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: app_locks_toolbar_item
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: app_locks_toolbar_item
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_voice_controller
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_language_and_region_section
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_language_and_region_section
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: microphone
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: reset_experiments_to_default
