--------- beginning of system
03-09 18:58:45.043  1052  8717 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity} from uid 2000
03-09 18:58:45.069  1052  1085 I ActivityManager: Start proc 14799:com.CraftyGoblinStudios.GroovyBeats/u0a217 for activity {com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity}
03-09 18:59:54.284 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.284 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.284 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.287   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 6 lines
03-09 18:59:54.287 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.318 13337 13425 D xrstreaming: receive ping: org 0 recv 0 xmt 7945826661000 (received at 5140024341318), offset divergence 151628
03-09 18:59:54.324   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.325 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.325 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.325 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.325   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.325 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.326  1260 15059 I CompositorVR: SetSchedFifo( tid=3049, pol=2, pri=0 ) succeeded
03-09 18:59:54.326  1260 15059 I CompositorVR: SetSchedFifo( tid=3312, pol=2, pri=0 ) succeeded
03-09 18:59:54.327  1260 15059 I CompositorVR: SetSchedFifo( tid=3515, pol=2, pri=0 ) succeeded
03-09 18:59:54.339   861 15045 I [CT]    : VIPER: Environment brightness changed from 0 to 2
03-09 18:59:54.370 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.370 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.370   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 1 line
03-09 18:59:54.371 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.379  2899  3049 I GuardianSystem: [GuardianSystem::CheckEnvironmentStatus] Environment Status changed: 33 to 34
03-09 18:59:54.414   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.414 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.414 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.414 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.414   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.415 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.415 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:54.415 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:54.455 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.455 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.455 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.456 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.501 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.501 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.501 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.546 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.546   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 5 lines
03-09 18:59:54.546 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.546 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.546 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.588   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.588 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.589   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.589 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.590 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.590 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.590 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.635 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.635 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.635   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 2 lines
03-09 18:59:54.636 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.675   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.676 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.676 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.676 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.676   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.677 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.677 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:54.677 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:54.681 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.683  3371  3552 I [SEO] ShellEnvHomeController: copresence: received setCollisionShapes
03-09 18:59:54.723 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.723 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.723 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.764 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.764 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.764 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.808   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 4 lines
03-09 18:59:54.809 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.809 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.809 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.836  3023  3378 I Telemetry: App memory usage: PSS=19 MiB, PrivateDirty=13 MiB, PrivateClean=1 MiB, GPU=4.7/4.9 MiB (97% allocated)
03-09 18:59:54.850  2899  3513 I Telemetry: App memory usage: PSS=35 MiB, PrivateDirty=25 MiB, PrivateClean=4 MiB, GPU=3.8/4.0 MiB (96% allocated)
03-09 18:59:54.853 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.853 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.853   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.853 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.853   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.856 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.875   861 15045 I [CT]    : VIPER: Mode=SuperVega,Status=6DoF,TRACKING,Inl=33,Mem=84.2,Jit=1.2mm,Issues(Cam/min=0.0,IMU/min=0.0),Exp=(14.0ms,g=15.0,I=21,Ir=101.6)(14.0ms,g=15.0,I=71,Ir=341.0)(14.0ms,g=15.0,I=85,Ir=406.7)(10.9ms,g=14.0,I=47,Ir=312.1)
03-09 18:59:54.875   861 15045 W [CT]    : VIPER: Images too dark, 
03-09 18:59:54.891 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.891 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.891 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.900   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 2 lines
03-09 18:59:54.901 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.912   861 15045 W [CT]    : VEGA:MAP_TRACKING_HM: [Throttled count=1] Bad map tracking: map tracking failed @ Submap id = 2, version = 768223575 with status: 2
03-09 18:59:54.912   861 15045 W [CT]    : VEGA:MAP_TRACKING_HM: [Throttled count=1] Map tracking did not run.
03-09 18:59:54.934   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.934 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.934 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.934 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.934   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:54.935 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.935 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:54.935 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:54.947 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.980 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:54.980 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:54.980 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:54.991 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.001  3275 15289 I VrApi   : FPS=90/90,Prd=29ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=0,Lat=-1,Fov=0,CPU4/GPU=3/3,2419/490MHz,OC=FF,TA=0/70/0,SP=N/F/N,Mem=2092MHz,Free=2034MB,PLS=0,Temp=27.7C/0.0C,TW=3.02ms,App=4.69ms,GD=0.12ms,CPU&GPU=9.71ms,LCnt=5(DR0,LM2),GPU%=0.77,CPU%=0.10(W0.15),DSF=1.00,CFL=14.59/19.66
03-09 18:59:55.026   861 15045 W [CT]    : FrameToFrameTrackerHelper: Low ratio of valid tracks for available capacity (149/300=0.50<0.50). Verify corner detection and track creation!
03-09 18:59:55.026 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.026 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.026 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.036   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 5 lines
03-09 18:59:55.036 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.066  1260  2718 I PerformanceManager_V0: SetClockLevels: Apply pending clock request change: 3,3 -> 2,3
03-09 18:59:55.066  1260  2714 I Clocks  : ReleaseClocks - start
03-09 18:59:55.068   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.068 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.068 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.069 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.069  1260  2714 I Clocks  : ReleaseClocks - end (3.1 ms)
03-09 18:59:55.069  1260  2714 I Clocks  : LockClocks( cpu=2, gpu=3 ) - start
03-09 18:59:55.070  1260  2714 I Clocks  : CPU levels [0, 7]
03-09 18:59:55.070  1260  2714 I Clocks  : GPU levels [0, 5]
03-09 18:59:55.070  1260  2714 I Clocks  : LockClocks( cpu=2, gpu=3 ) - end (1.3 ms)
03-09 18:59:55.073   861 13691 D TrackingService: [HANDTRACKING] Controller 729165a0fe4054d7 in hand: N, valid: Y
03-09 18:59:55.112   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.115   861 13691 D TrackingService: [HANDTRACKING] Controller 86557c336c360320 in hand: N, valid: Y
03-09 18:59:55.116 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.116 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.116 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.116   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.118 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.157 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.157 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.157 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.160  3275 15359 I CCodecConfig: query failed after returning 7 values (BAD_INDEX)
03-09 18:59:55.160 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.160  3275 15359 W Codec2Client: query -- param skipped: index = 1342179345.
03-09 18:59:55.160  3275 15359 W Codec2Client: query -- param skipped: index = 2415921170.
03-09 18:59:55.161  3275 15359 D CCodecBufferChannel: [c2.android.vorbis.decoder#854] onWorkDone: output format changed to AMessage(what = 0x00000000) = {
03-09 18:59:55.161  3275 15359 D CCodecBufferChannel:   int32_t channel-count = 2
03-09 18:59:55.161  3275 15359 D CCodecBufferChannel:   string mime = "audio/raw"
03-09 18:59:55.161  3275 15359 D CCodecBufferChannel:   int32_t sample-rate = 44100
03-09 18:59:55.161  3275 15359 D CCodecBufferChannel:   int32_t channel-mask = 3
03-09 18:59:55.161  3275 15359 D CCodecBufferChannel: }
03-09 18:59:55.167  3275 15359 D CCodecBufferChannel: [c2.android.vorbis.decoder#854] Discard frames from previous generation.
03-09 18:59:55.169   834 15331 V C2Store : in ~ComponentModule
03-09 18:59:55.169   834 15331 V C2Store : unloading dll
03-09 18:59:55.184   924   924 E adbd    : failed to connect to socket 'tcp:6666': Connection refused
03-09 18:59:55.189  3220  3582 I MediaUploader: Video is too large: 57985926
03-09 18:59:55.189  3220  3582 I MediaUploader: Video is too large: 57182085
03-09 18:59:55.192   861  1193 I [CT]    : Vega:MapBuilderBase: Created keyRig with frameID 12608 and uid e815b38d
03-09 18:59:55.197   861  1193 I [CT]    : KEYPOINT_CACHE: New keyrig added has 69 corners and 43 tracks to immature points that will be used to extract descriptors and insert into the index.
03-09 18:59:55.201   861  1193 I [CT]    : MapCullingTask: Culled 0 L1 nodes, 1 individual keyrigs, and 4 individual points
03-09 18:59:55.201   861  1193 I [CT]    : Vega:SubmapPublisher: Tracking parent changed from 9aaa3e97-c98d-2ea5-c1b5-54670d8a485f to 4b5244e0-47ee-93be-6b29-e7df623524ac -> Publish
03-09 18:59:55.201   861  1193 I [CT]    : Vega:SubmapPublisher: Start to publish submaps, found candidates:  3
03-09 18:59:55.201   861  1193 E [CT]    : SubmapRecords: findSubmapId found 2 submap records hold the same query krHandle
03-09 18:59:55.202   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 3 lines
03-09 18:59:55.202 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.202 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.202 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.203   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.203 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.203 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:55.203 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:55.204   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.204 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.220   861  1193 I [CT]    : VegaBAOptimize: Num points adjusted: 799 fixed: 0 Num residuals in-in: 2999 in-out: 447 out-in: 0 fixed (out-out): 0 outside ROI: 0 total: 3647
03-09 18:59:55.221   861  1193 I [CT]    : VegaBAOptimize: Total: neighbor 3 L1s, adjust 2 L1s. KRs 49  Points 799  Cameras 196  OutsideFixedKR 19  AdjustKR 30  Imus 8
03-09 18:59:55.228   861  1195 I [CT]    : VIPER:DEEP_DESCRIPTOR: Computing Deep Descriptors using gravity orientation.
03-09 18:59:55.244 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.244 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.244 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.247 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.265   861  1193 I [CT]    : VegaBAOptimize: resRemoved = 35, pntRemoved = 0
03-09 18:59:55.284 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.285 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.285 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.292 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.325 13337 13425 D xrstreaming: receive ping: org 0 recv 0 xmt 7946833979200 (received at 5141031684703), offset divergence 151628
03-09 18:59:55.330 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.330 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.330 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.335 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.369   861  1195 I [CT]    : VEGA_LOCALIZER: Computed 949 orb descriptors that will be used for PBR or Orphans descriptor
03-09 18:59:55.369   861  1195 I [CT]    : VEGA_LOCALIZER: Computed 1026 udeep descriptors that will be used for PBR or Orphans descriptor
03-09 18:59:55.374   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 7 lines
03-09 18:59:55.375 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.375 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.375 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.379   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.380 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.380   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.381 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.421 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.421 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.421 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.426   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 2 lines
03-09 18:59:55.426 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.438  1052  1537 E TaskPersister: File error accessing recents directory (directory doesn't exist?).
03-09 18:59:55.464   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.465 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.465 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.465 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.465   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.467 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.467 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:55.467 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:55.491  3023  3307 I [CT]    : MIXEDREALITY: MrFeatureStatus: Client status changed from Paused to Started.
03-09 18:59:55.491  3023  3307 I [CT]    : MIXEDREALITY: MrFeatureStatus: Target status Started, CurrentStatus: Started
03-09 18:59:55.491  3023  3139 I [CT]    : MIXEDREALITY: MrServiceView: renderIteration: (every 10 seconds), screen is: ON, PT is: ON, ID is: OFF
03-09 18:59:55.491  3023  3139 I [CT]    : MIXEDREALITY: MrServiceModel: commitLayerState: PassthroughMode: ImagesAndMesh.
03-09 18:59:55.492  3023  3139 I [CT]    : MIXEDREALITY: MrRuntimeImpl: onResume: Capability 0 on device 2.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: PassthroughComputeCapability: MrChangePassthroughStatus
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: PassthroughComputeCapability: changeMode: kNone -> ImagesAndMesh.
03-09 18:59:55.492  3023  3139 I [CT]    : MIXEDREALITY: MrRuntimeImpl: setSessionInitTime: Capability 0: timer set to 5141.198205432 ns, duration reset after 2.162765103 s.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: MrSystemServiceIPCServer: ChangeMrCapabilityStatusNonBlocking: client 93993261, capability 0, command 1.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: ServiceLogic: Starting: Passthrough
